Id,Label,Cluster
611,Women's Swiftcurrent® Wading Jacket,6
612,Women's Synchilla® Fleece Jacket,6
613,Women's Lightweight Synchilla® Snap-T® Fleece Pullover,6
614,Women's Synchilla® Fleece Marsupial Pullover,6
615,Women's Terravia Alpine Pants - Short,5
616,Women's Terravia Peak Pants - Regular,5
617,Women's Terravia Peak Pants - Short,5
618,Women's Terrebonne Joggers,5
619,Women's Terrebonne Trail Shorts,5
620,Women's Torrentshell 3L Rain Jacket,0
621,Women's Torrentshell 3L Rain Pants - Regular,0
622,Women's Torrentshell 3L Rain Pants - Short,0
623,Women's Torrentshell 3L Rain Parka,0
624,Women's Trail Craft Bike Jacket,5
625,Women's Trail Craft Bike Vest,5
626,"Women's Trailfarer Running Shorts - 4½""",5
627,Women's Tres 3-in-1 Parka,6
628,Women's Triolet Jacket,0
629,Women's Triolet Pants,0
630,Women's Tropic Comfort Natural Sun Hoody,5
631,Women's Unity Fitz Easy-Cut Responsibili-Tee®,4
632,Women's Untracked Bibs,0
633,Women's Untracked Jacket,0
634,Women's Upstride Jacket,0
635,Women's Upstride Pants,0
636,Women's Utility Pants,1
637,Women's Wave For It Bikini Top,5
638,Women's Wave For It Bikini Bottoms,5
639,"Women's Wavefarer® Boardshorts - 5""",6
640,Women's Wide-Leg Corduroy Pants,1
641,Women's Wind Shield Jacket,2
642,Women's Wind Shield Pants,2
643,Women's Yulex® Regulator® Lite Long-Sleeved Spring Jane Wetsuit,3
644,Women's Yulex® Regulator® Lite Spring Jane Wetsuit,3
645,Women's Yulex® Regulator® Lite Spring Juanita Wetsuit,3
646,Women's Yulex® Regulator® Lite Wetsuit Vest,3
